,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
1789,Rūrangi,"Rūrangi is a 2020 New Zealand LGBT-related independent drama film directed by Max Currie. The queer and trans-positive drama was written by Cole Meyers and Oliver Page. It stars Elz Carrad in his feature film debut, along with Arlo Green, Kirk Torrance, Awhina-Rose Ashby, Aroha Rawson, Renee Sheridan and Ramon Te Wake.",Max Currie,"Cole Meyers, Oliver Page",Craig Gainsborough-Waring,"Elz Carrad, Liam Coleman, Kirk Torrance, Awhina-Rose Ashby, Aroha Rawson, Renee Sheridan",Johannes Louis,"Brough Johnson, Dan Kircher",26 July 2020,New Zealand,"English, Māori"
1790,Russkiy Reyd,The film was theatrically released in Russia on 1 October 2020.[3][4],Denis Kryuchkov,"Denis Kryuchkov, Olga Loyanich, Robert Orr","Alexander Kalushkin, Denis Kryuchkov, Sofia Kvashilava, Olga Loyanich, Andrey Lyakhov","Ivan Kotik, Alexandr Krasovsky, Ilya Antonenko, Vladimir Mineev, Nikita Kologrivyy, Sofya Ozerova, Kirill Sarychev, Dmitry Krivochurov, Andrei Semenov",Alexey Sedov,Georgy Isaakyan,"October 1, 2020(Russia)",Russia,Russian
1791,Rusted Caravaggios,"On July 6, Paris' Louvre Museum reopened after being closed for several months amid the coronavirus pandemic. Art enthusiasts that traveled to the famous institution to view the well-known works were met with quite a different experience than they would have previously had before the spread of COVID-19 as they visited the gallery space. Only 7,000 people total with reserved tickets entered the space.[3]",Sam Abbas,,,,Sam Abbas,,"July 13, 2020",France,
1792,Sab Kushal Mangal,"Sab Kushal Mangal is a 2020 Indian Hindi-language romantic comedy film directed by Karan Vishwanath Kashyap. The film stars Akshaye Khanna, and newcomers Priyank Sharma and Riva Kishan.[3][4][5] It was theatrically released in India on 3 January 2020.[1]",Karan Vishwanath Kashyap,,Prachi Nitin Manmohan,"Akshaye Khanna, Priyank Sharma, Riva Kishan",Sachin K. Krishn,Prashant Singh Rathore,3 January 20201,India,Hindi
1793,Sacrifice,"Sacrifice is a 2020 horror film. Based on the short story ""Men of the Cloth"" by Paul Kane,[1] the film is a Lovecraftian horror.[1][2]","Andy Collier, Tor Mian",,"Sean Knoop, Tor Mian, Ross Scaife","Barbara Crampton, Sophie Stevens, Ludovic Hughes, Lukas Loughran",,,"October 22, 2020(Frightfest)",United Kingdom,English
1794,The Sacrifice,"The Sacrifice (Chinese: 金刚川; pinyin: Jīngāng chuān; lit. 'Kumgang River') is a 2020 Chinese anthology war drama film directed by Guan Hu, Frant Gwo, and Lu Yang, and starring Zhang Yi, Wu Jing, Li Jiuxiao, Vision Wei, and Deng Chao.[5]  The film depicts the Korean War from three perspectives and segments, each directed by a different director.","Guan Hu, Frant Gwo, Lu Yang",Guan Hu,"Fu Ruoqing, Liang Jing, Guan Hu","Zhang Yi, Wu Jing, Li Jiuxiao, Vision Wei, Deng Chao","Gao Weizhe, Han Qiming, Michael Yoo, Luo Pan","Lu Di, Ye Xiaochang, He Yongyi",23 October 2020(Mainland China),China,"Mandarin, English, Nanchang dialect, [, 2, ], [, 3, ]"
1795,Sacrilege,"Kayla is a young woman struggling to put her life together while dealing with the heartbreak of a cheating ex, Trish, and the memory of being assaulted and beaten into a coma by a mugger named Jimmy. When she learns from Trish that Jimmy is no longer in prison, Kayla and her friends decide to leave town for the weekend. They choose to go to Mabon, a remote village. They allow Trish to come, which surprises her since she had not been allowed back into their group after the breakup. While on route, the group picks up a hitchhiker, who tells them that the village will be celebrating the Summer Solstice with partying and a ritual. Once they reach the house, they discover that the house contains several marijuana plants, much to the delight of everyone but Trish. She is also reluctant when the same hitchhiker appears at the home to take them to the festival, as she would have preferred to stay and relax.",David Creed,David Creed,Mark Kenna,,Sarah Edwards,Ross McFall,"5 March 2020(Empire, Leicester Square)",United Kingdom,English
1796,Sadak 2,"Sadak 2 (Hindi pronunciation: [sə.ɽək 2]; transl. Road 2) is a 2020 Indian Hindi-language action thriller road film directed by Mahesh Bhatt and produced by Fox Star Studios and Mukesh Bhatt under their banner Vishesh Films. A sequel to the 1991 film Sadak, it stars Sanjay Dutt (reprising his role from the original), Alia Bhatt and Aditya Roy Kapur in the lead roles with an ensemble supporting cast, while Pooja Bhatt makes a special appearance.[2][3] The film marks Mahesh Bhatt's return as a director after 20 years.[4] The film's story takes place twenty-nine years after the events of its predecessor.",Mahesh Bhatt,"Mahesh Bhatt, Suhrita Sengupta",Mukesh Bhatt,"Sanjay Dutt, Alia Bhatt, Aditya Roy Kapur, Jisshu Sengupta",Jay I. Patel,Sandeep Kurup,28 August 20201,India,Hindi
1797,Safety,"Safety is a 2020 American biographical sports drama family film based on the story of Ray McElrathbey, a football player who battled family adversity to join the Clemson Tigers. Directed by Reginald Hudlin, produced by Mark Ciardi, and written by Nick Santora, the film features Jay Reeves in the lead role. The feature film, a Walt Disney Pictures production, was made available to stream on Disney+ from December 11, 2020.",Reginald Hudlin,Nick Santora,"Mark Ciardi, Gordon Gray","Jay Reeves, Thaddeus J. Mixson, Corinne Foxx, Matthew Glave, James Badge Dale","Shane Hurlbut, [, 1, ]",Terel Gibson,"December 11, 2020(United States)",United States,English
1798,The Saint of the Impossible,"The film had its world premiere in October 2020 at the
43rd São Paulo International Film Festival.[3]",Marc Raymond Wilkins,,Joël Jent,"Magaly Solier, Marcelo Durand, Adriano Durand, Tara Thaller, Simon Käser",Burak Turan,Jann Anderegg,October 2020(São Paulo International Film Festival),Switzerland,"English, Spanish"
1799,Saint-Narcisse,"The cast also includes Tania Kontoyanni, Alexandra Petrachuck, Andreas Apergis and Angèle Coutu.",Bruce LaBruce,"Martin Girard, Bruce LaBruce","Nicolas Comeau, Paul Scherzer","Félix-Antoine Duval, Tania Kontoyanni, Alexandra Petrachuck, Andreas Apergis",Michel La Veaux,Hubert Hayaud,September 2020(Venice),Canada,"English, French"
1800,The Salt of Tears,"The Salt of Tears (French: Le Sel des larmes) is a 2020 black-and-white drama film directed by Philippe Garrel.[1][2] It stars Logann Antuofermo, Oulaya Amamra, Louise Chevillotte, Souheila Yacoub, and André Wilms.[3] It tells the story of a young man who falls in love with three women. The film had its world premiere in the Competition section at the 70th Berlin International Film Festival on 22 February 2020.[4] The film was a nominee for the Zabaltegi-Tabakalera Prize at the San Sebastián International Film Festival in 2020,[5] as well as the New York Film Festival.[6] It was also an official selection at the Buenos Aires International Festival of Independent Cinema in 2021.[7]",Philippe Garrel,"Philippe Garrel, Jean-Claude Carrière, Arlette Langmann",Edouard Weil,"Logann Antuofermo, Oulaya Amamra, Louise Chevillotte, Souheila Yacoub, André Wilms",Renato Berta,François Gédigier,22 February 2020(Berlin),"France, Switzerland",French
1801,Salvatore: Shoemaker of Dreams,"It had its world premiere at the Venice Film Festival on September 5, 2020. It was released in the United States on November 4, 2022.[5]",Luca Guadagnino,Dana Thomas,"Francesco Melzi d'Eril, Gabriele Moratti",,"Clarissa Cappellani, Stefano Di Leo, Lucas Gath, Massimiliano Kuveiller",Walter Fasano,"September 5, 2020(Venice)",Italy,English
1802,Samjin Company English Class,"In 1995, three female employees at Samjin Company are offered the opportunity for promotion if they achieve a score of at least 600 on the TOEIC test and therefore enroll in English classes. Lee Ja-young from the production management department, Jung Yu-na from the marketing department, and Shim Bo-ram from the accounting department joined the company straight out of high school and remain in low-level positions despite eight years of service and possessing considerable practical experience. One day, Ja-young notices polluted wastewater leaking from a factory to which she has been assigned. A fan of mystery novels, she decides to investigate, and Yu-na and Bo-ram join her in uncovering what illegal activities their company may be involved in. The challenge for them is to discover and expose the truth without losing their jobs.[5]",Lee Jong-pil,"Hong Soo-young, Son Mi",Park Eun-kyung,"Go Ah-sung, Esom, Park Hye-su",Park Se-seung,"Heo Sun-mi, Jo Han-ul","October 21, 2020",South Korea,"Korean, English"
1803,Sandimuni,Sandimuni is a 2020 Tamil language horror comedy film directed by Milka S. Selvakumar. The film stars  Natty Subramaniam and Manisha Yadav.[1][2],Milka S. Selvakumar,,Sivaramkumar,"Natty Subramaniam, Manisha Yadav",Senthil Rajagopal,Bhuvan Srinivasan,7 February 2020,India,Tamil
1804,Sanremo,Sanremo is a 2020 Slovenian drama film directed by Miroslav Mandić. It premiered at the 2020 Tallinn Black Nights Film Festival in November 2020 and was selected as the Slovenian entry for the Best International Feature Film at the 94th Academy Awards.[1],Miroslav Mandić,"Miroslav Mandić, Nina Robnik",Miroslav Mandić,"Sandi Pavlin, Silva Cusin",Peter Zeitlinger,Andrej Nagode,21 November 2020(2020 Tallinn Black Nights Film Festival),Slovenia,Slovenian
1805,Santana,"Santana is a 2020 action film co-directed by Maradona Dias Dos Santos and Chris Roland. Co-written by Chris Roland and Maradona Dias Dos Santos, the film stars Paulo Americano, Terence Bridgett and Amanda Brown.[1][2]","Maradona Dias Dos Santos, Chris Roland","Chris Roland, Maradona Dias Dos Santos",,"Paulo Americano, Terence Bridgett, Amanda Brown",,,15 May 2020,Angola,English
1806,Sarileru Neekevvaru,"Sarileru Neekevvaru (transl. Nobody can match you) is a 2020 Indian Telugu-language action comedy film written & directed by Anil Ravipudi and produced by Sri Venkateswara Creations, G. Mahesh Babu Entertainment and AK Entertainments. The film stars Mahesh Babu, Vijayashanti, Rashmika Mandanna,  Prakash Raj and Rajendra Prasad along with a special appearance by Tamannaah. The music was composed by Devi Sri Prasad, while R. Rathnavelu and Tammiraju handled the cinematography and editing respectively.",Anil Ravipudi,Anil Ravipudi,Rambrahmam Sunkara,"Mahesh Babu, Vijayashanti, Rashmika Mandanna, Prakash Raj, Rajendra Prasad",R. Rathnavelu,Tammiraju,11 January 2020,India,Telugu
1807,(July 2022),"Saucy Nugs Guy is an internet viral video[1] featuring 27-year-old Nebraskan Ander Christensen addressing the Lincoln City Council in Lincoln, Nebraska with a tongue-in-cheek reasoning on why the term ""boneless chicken wings"" should be removed from the national vocabulary.[2] The video was originally posted to YouTube on September 2, 2020, before making its way to Twitter and racking of hundreds of thousands of views within 24-hours of being posted.[3]",,,,,,,"September 2, 2020",,English
1808,Saudi Runaway,"The film had its world premiere at the Sundance Film Festival on January 25, 2020.",Susanne Regina Meures,Susanne Regina Meures,,,,,2020,Switzerland,Arabic
1809,Savaari,Savaari is a 2020 Indian Telugu-language romantic comedy film directed by Saahith Mothkuri in his feature film debut and starring Nandu and Priyanka Sharma.,Saahith Mothkuri,Saahith Mothkuri,"Santhosh Mothkuri, Nishank Reddy Kudithi","Nandu, Priyanka Sharma",Monish Bhupathiraju,Santhosh Menam,7 February 2020,India,Telugu
1810,Save Yourselves!,"Save Yourselves! is a 2020 American science fiction comedy film written and directed by Alex Huston Fischer and Eleanor Wilson,[3] and starring John Paul Reynolds and Sunita Mani. The film premiered at the 2020 Sundance Film Festival.[4] It was released on October 2, 2020,[5] by Bleecker Street.[6]","Alex Huston Fischer, Eleanor Wilson","Alex Huston Fischer, Eleanor Wilson","Kara Durrett, Mandy Tagger, Adi Ezroni","John Paul Reynolds, Sunita Mani",Matt Clegg,Sofi Marshall,"January 25, 2020(Sundance)",United States,English
1811,Say Your Prayers,"Principal photography started in February 2018 in Yorkshire, England.[2] The film was released in September 2020.[4][5]",,,,,,,,,
1812,Scare Me,"Scare Me is a 2020 American comedy horror film[2] written, directed, and produced by Josh Ruben. It stars Aya Cash, Josh Ruben, Rebecca Drysdale and Chris Redd.",Josh Ruben,Josh Ruben,"Alex Bach, Daniel Powell, Josh Ruben","Aya Cash, Josh Ruben, Rebecca Drysdale, Chris Redd",Brendan H. Banks,Patrick Lawrence,"January 24, 2020(Sundance)",United States,English
1813,Scarecrow,"The film tells about a healer and a hermit woman, whom people are afraid of, but despite this, they turn to her for help.[4]",Dmitry Davydov,Dmitry Davydov,Dmitry Davydov,"Valentina Romanova-Chyskyyray, Anatoly Struchkov, Artur Zakharov, Anilena Guryeva",Ivan Semyonov,,September 2020(Kinotavr),Russia,Yakut
1814,Scars,The film premiered at the 2020 Toronto International Film Festival.[3],Alex Anna,,Kélyna N. Lauzier,,Marilee Goulet,Valérie Tremblay,"September 15, 2020(TIFF)",Canada,French
1815,Scary Stories: Dark Web,"The film premiered on demand on October 8, 2020,[1] originally for a limited four-week run. After becoming the best-selling production in Random Acts' history, it was extended through November 2020[2] before eventually streaming on YouTube. In late 2020, the film was dubbed in Portuguese and released in Brazilian cinemas by Fox.[3]",,,,,,,,,
1816,Schoolgirls,"The film had its world premiere at the 70th Berlin International Film Festival on 23 February 2020 ahead of its screening at the 23rd Málaga Film Festival, where it won the Golden Biznaga. It was released theatrically in Spain on 4 September 2020 by BTeam Pictures. It won four Best Picture, Best New Director, Best Original Screenplay and Best Cinematography at the 35th Goya Awards.[4][5][6]",Pilar Palomero,Pilar Palomero,"Valérie Delpierre, Alex Lafuente","Andrea Fandos, Natalia de Molina",Daniela Cajías,Sofia Escudé,23 February 2020(Berlinale),Spain,Spanish
1817,Scoob!,"Scoob! is a 2020 American animated mystery comedy film that is a reboot of the theatrical Scooby-Doo film series and the third theatrical film based on the characters, following Scooby-Doo (2002) and Scooby-Doo 2: Monsters Unleashed (2004). The film was directed by Tony Cervone and written by Adam Sztykiel, Jack Donaldson, Derek Elliott, and Matt Lieberman. It stars Will Forte, Mark Wahlberg, Jason Isaacs, Gina Rodriguez, Zac Efron, Amanda Seyfried, Kiersey Clemons, Ken Jeong, and Tracy Morgan, with Frank Welker as Scooby Doo. Set in a Hanna-Barbera animated shared universe, the film follows Mystery Incorporated working with the Blue Falcon to solve their most challenging mystery behind their mascot's secret legacy and purpose, which connects with Dick Dastardly's evil plan to unleash Cerberus.",Tony Cervone,,"Pam Coats, Allison Abbate","Will Forte, Mark Wahlberg, Jason Isaacs, Gina Rodriguez, Zac Efron, Amanda Seyfried, Kiersey Clemons, Ken Jeong, Tracy Morgan, Frank Welker",,"Ryan Folsey, Vanara Taing","May 15, 2020(United States)",United States,English
