,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
3245,A Woman With No Filter,"Paz is a beautiful woman who, out of kindness, has allowed everyone around her to treat her as if she were worthless, keeping silent what she thinks so as not to hurt feelings. Until one day, in her head, an irremediable phenomenon suppresses her social filter making her part of that 1% and forcing her to express what she really feels.",Luis Eduardo Reyes,"Diego Ayala, Ángel Pulido",,Fernanda Castillo,Antonio Quercia,Diego Macho Gómez,12 January 2018(Mexico),Mexico,Spanish
3246,A Woman's Name,"A Woman's Name (Italian: Nome di donna) is a 2018 Italian drama film co-written and directed by Marco Tullio Giordana and starring Cristiana Capotondi.[1][2][3][4] For her performance in the film, Adriana Asti received a  Nastro d'argento nomination for best supporting actress.[5] The film also received two Globo d'oro nominations, for best actress (Capotondi) and best score (Dario Marianelli).[6]",Marco Tullio Giordana,,Lionello Ceri,"Cristiana Capotondi, Valerio Binasco, Stefano Scandaletti, Michela Cescon, Bebo Storti, Adriana Asti",Vincenzo Carpineta,"Francesca Calvelli, Claudio Misantoni",2018,,Italian
3247,Women Make Film,"Women Make Film is a documentary film by the British-Irish filmmaker and film critic Mark Cousins. The film premiered on 1 September 2018 at the Venice Film Festival, and was released on the BFI Player in May 2020.[1][2][3]",Mark Cousins,Mark Cousins,,,,,1 September 2018(Venice Film Festival),"United Kingdom, Ireland",English
3248,Women of the Gulag,"Women of the Gulag is a 2018 US short documentary film[2] directed by Marianna Yarovskaya.[3] and based on the book Women of the Gulag: Stories of Five Remarkable Lives by Paul Roderick Gregory (2013).[4] Executive Produced by Mitchell Block and Mark Jonathan Harris, it was a Best Documentary Short shortlist nominee at the 2018 Academy Awards.[5]",Marianna Yarovskaya,Marianna Yarovskaya,"Marianna Yarovskaya, Paul Roderick Gregory",,,"Leonard Feinstein, Irina Volkova","October 1, 2018",United States,Russian
3249,Won't You Be My Neighbor?,"Won't You Be My Neighbor? is a 2018 American documentary film about the life and guiding philosophy of Fred Rogers, the host and creator of Mister Rogers' Neighborhood, directed by Morgan Neville. The trailer for the film debuted on what would have been Rogers' 90th birthday, March 20, 2018.[2][3]",Morgan Neville,,"Morgan Neville, Caryn Capotosto, Nicholas Ma","Fred Rogers, François Clemmons, Yo-Yo Ma, Joe Negri, David Newell, Tom Junod, Joanne Rogers",Graham Willoughby,"Jeff Malmberg, Aaron Wickenden","January 19, 2018(Sundance)",United States,English
3250,Wonderful! Liang Xi Mei,"Although Liang Xi Mei (Jack Neo) is retired, she spends her time looking after her obedient grandchildren. However, Robert (Mark Lee), her eldest son adds to her woes as he is always dreaming of making a fortune through easy means. She pins all her hopes on her youngest son, Albert (Benjamin Josiah Tan). Her favouritism stirs up jealousy within Robert, who vows to strike it rich to win Liang Xi Mei’s approval. By chance, Robert picks up the doll that is actually the Goddess of Fortune (Cai Ping Kai). She helps Robert but also appeals to him to be more down to earth and practical in his pursuit of success and wealth. Instead, he turns into an ingrate as soon as his hawker business takes off. His arrogance incurs the wrath of the God of Misfortune (Gadrick Chin) who decides to teach him a lesson. Soon, trouble ensues among Liang Xi Mei’s family and their best friends Guang Dong Po (Wang Lei) and Lion King (Henry Thia).",Jack Neo,"Jack Neo, Ivan Ho","Jack Neo, Melvin Ang","Jack Neo, Mark Lee, Henry Thia, Benjamin Josiah Tan, Wang Lei, Jaspers Lai, Chua Lee Lian, Cavin Soh",,Yim Mun Chong,"February 15, 2018",Singapore,"Mandarin, Hokkien, Cantonese"
3251,Working Class Boy,"Working Class Boy is a 2018 Australian documentary film about the life of Jimmy Barnes, based on the 2016 memoir of the same name. The film looks on one of Australia's most legendary and iconic artists; his traumatic childhood, fuelled with domestic violence, poverty and alcoholism and his evolution from James Dixon Swan to Jimmy Barnes.[2]",Mark Joffe,,,,,,23 August 2018,Australia,English
3252,Working Woman,"Working Woman (Hebrew: אישה עובדת, translit. Isha Ovedet) is a 2018 Israeli drama film directed by Michal Aviad.[1] It was screened in the Contemporary World Cinema section at the 2018 Toronto International Film Festival.[2]",Michal Aviad,"Michal Aviad, Michal Vinik, Sharon Azulay",,Liron Ben-Shlush,Daniel Miller,Nili Feller,31 July 2018(Jerusalem FF),Israel,Hebrew
3253,The World Before Your Feet,"The World Before Your Feet is a 2018 American documentary film directed by filmmaker Jeremy Workman about Matt Green's mission to walk every street of New York City, a journey of over 8,000 miles.[1] The film also marked the producing debut of actor Jesse Eisenberg.[2]",Jeremy Workman,,"Jeremy Workman,, Jesse Eisenberg",,Jeremy Workman,Jeremy Workman,March 2018(South by Southwest),United States,
3254,The World Is Yours,"The World Is Yours (French: Le Monde est à toi) is a 2018 French crime comedy film co-written and directed by Romain Gavras. It stars Karim Leklou, Isabelle Adjani, Vincent Cassel, Oulaya Amamra, François Damiens and Philippe Katerine. It was selected to screen at the Directors' Fortnight section of the 2018 Cannes Film Festival.[2][3]",Romain Gavras,,"Charles-Marie Anthonioz, Mourad Belkeddar, Jean Duhamel, Nicolas Lhermitte, Vincent Mazel, Hugo Sélignac, Paul-Dominique Vacharasinthu","Karim Leklou, Isabelle Adjani, Vincent Cassel, Oulaya Amamra, Sam Spruell, Gabby Rose, Sofian Khammes, Mounir Amamra, Mahamadou Sangare, François Damiens, Philippe Katerine",André Chémétoff,Benjamin Weill,12 May 2018(Cannes),France,French
3255,The Wrath,"Set during the Joseon Era, the story follows two Joseon women against each other when a tragedy befalls a family of three sons who all die on their wedding day.[4][2]",Yoo Young-sun,Park Jae-beom,,"Seo Young-hee, Son Na-eun",,,"November 8, 2018",South Korea,Korean
3256,Wretches,"The movie with someone entering the school after hours tapering a student locker. The most powerful student at a school is hospitalized after drinking a drink from the locker which has been poisoned. Yang-Hoon (Lee Yi-Kyung) then takes over his #1 position at school. Yang-Hoon harasses Jae-Young (Lee Won-Geun) and it gets worse. One day, Yang-Hoon, who has a crush on Bo-Young (Park Gyu-Young), gets Jae-Young to follow her.",Kim Baek-jun,Kim Baek-jun,Han Jae-hoon,"Lee Won-keun, Lee Yi-kyung, Park Gyu-young",,,"March 8, 2018",South Korea,Korean
3257,A Wrinkle in Time,"A Wrinkle in Time is a 2018 American science fantasy adventure film directed by Ava DuVernay and written by Jennifer Lee and Jeff Stockwell, based on the 1962 novel. The film follows a young girl and her adoptive younger brother who, with the help of three astral travelers, sets off on a quest to find their missing father. The film stars Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Gugu Mbatha-Raw, Michael Peña, Zach Galifianakis, and Chris Pine.",Ava DuVernay,,"Jim Whitaker, Catherine Hand","Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Gugu Mbatha-Raw, Michael Peña, Zach Galifianakis, Chris Pine",Tobias A. Schliessler,Spencer Averick,"February 26, 2018(El Capitan Theatre)",United States,English
3258,Write When You Get Work,"Write When You Get Work is a 2018 American comedy drama film written and directed by Stacy Cochran and starring Finn Wittrock, Rachel Keller, Scott Cohen, Jessica Hecht and Emily Mortimer. The film follows Ruth, a South Brooklyn native working at a Manhattan private school for girls, who becomes involved in a plot to help out the daughter of a less privileged family.[1][2]",Stacy Cochran,Stacy Cochran,"Alison Beckett, Adam Gibbs, Jesse Ozeri, Stacy Cochran","Finn Wittrock, Rachel Keller, Scott Cohen, Jessica Hecht, Emily Mortimer",Robert Elswit,Nicholas Ramirez,"March 12, 2018(SXSW)",United States,English
3259,X&Y,"At the 54th Guldbagge Awards, the film received two nominations: Best Actor in a Supporting Role (Jens Albinus) and Best Actress in a Supporting Role (Trine Dyrholm).[3]",Anna Odell,,,"Anna Odell, Mikael Persbrandt",,,"November 6, 2018(Stockholm International Film Festival)",,Swedish
3260,X Videos,"X Videos is a 2018 Indian Tamil cyber crime thriller drama film directed by Sajo Sundar, which is also his directorial debut. Inspired by the real life hidden-cam pornography cases, the film depicts social awareness and cautions against such dirty works.[1] It was released on 1 June 2018 in Tamil. Based on its content and subject, the film was given an A certificate.[2][3][4]",Sajo Sundar,Sajo Sundar,,"Akruti Singh, Prasanna Shetty, Riyamikka, Ajay Raj, Abhenav Mahajit, Praboojit, Shan",,K. Anandha Lingakumar,1 June 2018(Tamil),India,Tamil
3261,Xalko,"The film premiered in November 2018 at the Montreal International Documentary Festival.[3] It won the Prix Iris for Best Documentary Film at the 22nd Quebec Cinema Awards in 2020,[4] and Mermer received a nomination for Best Cinematography in a Documentary.[5]","Sami Mermer, Hind Benchekroun",,"Sami Mermer, Hind Benchekroun",,Sami Mermer,René Roberge,"November 9, 2018(RIDM)",Canada,"Kurdish, Turkish, French"
3262,Ya veremos,"Distributed by Pantelion Films, it was released in the United States on 31 August 2018.[4] Despite being panned by critics, the film was a major box office success, debuting at the top of the Mexico box office, reaching a first four-day weekend gross of MX$73 million pesos, the second-best all-time opening weekend for a Mexican film after Instructions Not Included.[5]",Pedro Pablo Ibarra,Alberto Bremer,"Jacobo Nazar, Rodrigo Trujillo","Mauricio Ochmann, Fernanda Castillo, Emiliano Aramayo",Martin Boege,"Eduardo Guillen, Diego Macho Gomez, Julio Hernandez","August 2, 2018",Mexico,Spanish
3263,Yadav Pan Bhandar,Yadav Pan Bhandar is a 2018 Bhojpuri-language film directed by Ajay Kumar and starring Manoj Tiwari and Gunjan Pant in the lead role.[1][2][3][4],,,,,,,,,
3264,Yaki a Soyayya,"Yaki a Soyayya is a 2018 thriller drama film from the Kannywood film industry. It was co-written by Nafisat Abdullahi and Abdul M. Shareef, and directed by Alfazazi Muhammad. Yaki a Soyayya tells a story of social vices among youths in the society.[1]",Alfazazi Muhammad,"Nafisat Abdullahi, Abdul M. Shareef",,"Nafisat Abdullahi, Abdul M. Shareef, Falalu A. Dorayi, Bilkisu Abdullahi",,,28 December 2018,Nigeria,Hausa
3265,Yalu Malu Yalu 2,This article related to a Sri Lankan film of the 2010s is a stub. You can help Wikipedia by adding missing information.,Lal Priyadeva,Lal Priyadeva,Randiwa Films,"Ranjan Ramanayake, Prashani Perera, Teddy Vidyalankara",Janith Gunasekara,Danal Thiranjana,15 November 2018,Sri Lanka,Sinhala
3266,Yama Raja Siri,"Yama Raja Siri is a 2018 Sri Lankan, Sinhala language, comedy film that is written, directed, edited and produced by Sajeewa Sankalpa. The film features comedy duo Bandu Samarasinghe and Tennyson Cooray for the one last time in lead roles,[2] along with Rex Kodippili, Kumara Thirimadura and Nadeesha Hemamali in pivotal roles.[3] The film was released on 29 March 2018,[4] at the Tharangani Theatre.[5] It is the 1301st Sri Lankan film in the Sinhala cinema.[6]",Sajeewa Sankalpa,"Nihal Premachandra, Sajeewa Sankalpa","Sajeewa Sankalpa, Pradeep Lanka Dharmawickrama, Neel Sanjeewa, Sangeeth Algama","Bandu Samarasinghe, Tennyson Cooray, Rex Kodippili",Sajeewa Sankalpa,Sajeewa Sankalpa,29 March 2018,Sri Lanka,Sinhala
3267,Yamla Pagla Deewana: Phir Se,"Yamla Pagla Deewana: Phir Se (transl. Crazy mad lover: Once again; Hindi pronunciation: [jəməla pəgəla d̪iːʋaːna pʰɪɾ seː]) is a 2018 Indian Hindi-language action comedy film directed by Navaniat Singh. After the success of Yamla Pagla Deewana and Yamla Pagla Deewana 2, this was the third and final installment of Yamla Pagla Deewana film series.[3][4] The film stars Dharmendra, Sunny Deol, Bobby Deol and Kriti Kharbanda in lead roles, supported by Binnu Dhillon, Mohan Kapoor and Asrani.",Navaniat Singh,,"Kamayani Punia Sharma, Ginny Khanuja, Aarushi Malhotra, Dhaval Jayantilal Gada, Aksshay Jayantilal Gada","Dharmendra, Shatrughan Sinha, (special appearance), Sunny Deol, Bobby Deol, Kriti Kharbanda, Binnu Dhillon, Asrani",Jitan Harmeet Singh,Manish More,31 August 2018,India,Hindi
3268,Yan Thu,The film was a nomination for the 2018 Myanmar Academy Award as Best Actress for Wutt Hmone Shwe Yi.[4],Mee Pwar,Lun Htar Htar,Shwe Sin Oo Motion Picture Production,"Nay Min, Wutt Hmone Shwe Yi, Nay Chi Oo",,,14 December 2018,Myanmar,Burmese
3269,Yao,,Philippe Godeau,"Agnès de Sacy, Philippe Godeau, Kossi Efoui","Philippe Godeau, Omar Sy","Omar Sy, Lionel Basse",Jean-Marc Fabre,Hervé de Luze,9 December 2018(Saint-Louis),"France, Senegal","French, Wolof"
3270,Yardie,"Yardie is a 2018 British crime drama film directed by Idris Elba, in his feature directorial debut, and starring Aml Ameen, Shantol Jackson, Stephen Graham, Fraser James, Sheldon Shepherd, and Everaldo Creary. It is based on the novel of the same name by Jamaican-born writer Victor Headley. It was screened in the World Cinema Dramatic Competition section at the 2018 Sundance Film Festival.[2]",Idris Elba,,"Gina Carter, Robin Gutch","Aml Ameen, Shantol Jackson, Stephen Graham, Fraser James, Sheldon Shepherd, Everaldo Creary",John Conroy,Justine Wright,20 January 2018(Sundance),United Kingdom,English
3271,Ye Mantram Vesave,"Ye Mantram Vesave (transl. What spell did you cast?) is a 2018 Indian Telugu romantic drama film directed by Sridhar Marri, starring Vijay Deverakonda and debutante Shivaani Singh. It is produced by Golisoda Films. This film was supposed to release in 2013 but released on 9 March 2018 with no expectations and performed poorly at the box office.",Shridhar Marri,,"Shridhar Marri, Malkapuram Shivakumar(Presenter)","Vijay Deverakonda, Shivaani Singh",Shiva Reddy,Dharmendra Kakarala,9 March 2018,India,Telugu
3272,Ye Re Ye Re Paisa,"Ye Re Ye Re Paisa (lit. 'Let money come') is a 2018 Indian Marathi language comedy-drama film directed by Sanjay Jadhav.[1] The film stars Umesh Kamat, Siddharth Jadhav and Tejaswini Pandit in the lead roles.[2] It also stars Sanjay Narvekar and Mrinal Kulkarni in supporting roles.[3] It was released on 5 January 2018.[4]",Sanjay Jadhav,"Sanjay Jadhav, Arvind Jagtap","Om Prakash Bhatt, Swati Khopkar, Ameya Khopkar, Sujay Shankarwar, Rajesh Banga","Umesh Kamat, Siddharth Jadhav, Tejaswini Pandit",Pushpank Gawade,"Apurva Motiwale, Ashish Mhatre",5 January 2018,India,Marathi
