,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
3171,Tramontane,"Tramontane (Arabic: ربيع, romanized: Rabīʿ, lit. 'spring (season)') is a 2021 Lebanese drama film directed by Vatche Boulghourjian. It premiered in the Critics' Week section of the 2021 Cannes Film Festival where it was awarded the Grand Rail d'Or Audience Award.[1][2]",Vatche Boulghourjian,Vatche Boulghourjian,"Georges Schoucair, Caroline Oliveira, Gabrielle Dumon",Barakat Jabbour,James Lee Phelan,Nadia Ben Rachid,17 May 2016(Cannes),"Lebanon, France, Qatar, United Arab Emirates",Arabic
3172,Tramps,"Tramps is a 2016 American romantic comedy film directed by Adam Leon and starring Callum Turner and Grace Van Patten.[1] It was screened in the Contemporary World Cinema section at the 2016 Toronto International Film Festival.[2] It was released on April 21, 2017, by Netflix.",Adam Leon,Adam Leon,"Joshua Astrachan, David Kaplan, Andrea Roa, Jamund Washington","Callum Turner, Grace Van Patten",Ashley Connor,"Morgan Faust, Sara Shaw","September 10, 2016(TIFF)",United States,English
3173,The Trans List,"The Trans List is a 2016 documentary film by Timothy Greenfield-Sanders for HBO, about eleven transgender Americans:[1] Buck Angel, Kylar Broadus, Caroline Cossey, Laverne Cox, Miss Major Griffin-Gracy, Caitlyn Jenner, Amos Mac, Nicole Maines, Shane Ortega, Bamby Salcedo, and Alok Vaid-Menon.",Timothy Greenfield-Sanders,,"Ingrid Duran, Catherine Pino, Sam McConnell, Tommy Walker, Chad Thompson","Kylar Broadus, Caroline Cossey, Amos Mac, Bamby Salcedo, Buck Angel, Miss Major Griffin-Gracy, Nicole Maines, Shane Ortega, Caitlyn Jenner, Alok Vaid-Menon, Laverne Cox",,Johanna Giebelhaus,"June 16, 2016(Provincetown International Film Festival)",United States,English
3174,The Transfiguration,"The Transfiguration is a 2016 American horror drama film written and directed by Michael O'Shea. It was selected to be screened in the Un Certain Regard section at the 2016 Cannes Film Festival.[1][2] The film was released in the United Kingdom on April 21, 2017.[3]",Michael O'Shea,Michael O'Shea,Susan Leber,Eric Ruffin,Sung Rae Cho,Kathryn J. Schubert,14 May 2016(Cannes),United States,English
3175,Transpecos,"Transpecos is a 2016 American thriller film directed by Greg Kwedar, and written by Kwedar and Clint Bentley. The film stars Johnny Simmons, Gabriel Luna, and Clifton Collins Jr. as border patrol agents who encounter a Mexican drug cartel. The film premiered at South by Southwest on March 13, 2016.[1] The film was released on September 9, 2016, in a limited release and through video on demand by Samuel Goldwyn Films.[2]",Greg Kwedar,"Greg Kwedar, Clint Bentley","Molly Benson, Greg Kwedar, Clint Bentley, Nancy Schafer","Johnny Simmons, Gabriel Luna, Clifton Collins Jr.",Jeffrey Waldron,Alan Canant,"March 13, 2016(SXSW)",United States,"English, Spanish"
3176,Trapped,"Trapped has received mostly favorable reviews from critics, with a 77/100 score on Metacritic[5] and a 100% score on Rotten Tomatoes.[6]",Dawn Porter,,Marilyn Ness,"Willie Parker, Amy Hagstrom Miller",,,"January 28, 2016(2016 Sundance Film Festival)",,English
3177,Trapped,"Trapped is a 2016 Indian Hindi-language survival drama film directed by Vikramaditya Motwane, who also co-produced it with Anurag Kashyap, Vikas Bahl and Madhu Mantena under the banner of Phantom Films. The film stars Rajkummar Rao as a call centre employee who gets trapped in his apartment room without food, water, and electricity, and Geetanjali Thapa as his girlfriend.",Vikramaditya Motwane,"Amit Joshi, Hardik Mehta","Madhu Mantena, Vikas Bahl, Anurag Kashyap, Vikramaditya Motwane","Rajkummar Rao, Geetanjali Thapa",Siddharth Diwan,Nitin Baid,26 October 2016(Mumbai Film Festival),India,Hindi
3178,Trash Fire,"Trash Fire is a 2016 American black comedy film written and directed by Richard Bates Jr. and starring Adrian Grenier, Angela Trimbur, Fionnula Flanagan, AnnaLynne McCord, Matthew Gray Gubler, and Sally Kirkland. The film had its world premiere at the 2016 Sundance Film Festival on January 23, 2016, and was released in a limited release and through video on demand on November 3, 2016, by Vertical Entertainment and Orion Pictures.",Richard Bates Jr.,Richard Bates Jr.,"David Lawson Jr., Lawrence Mattis, Matt Smith","Adrian Grenier, Angela Trimbur, Fionnula Flanagan, AnnaLynne McCord, Matthew Gray Gubler, Sally Kirkland",Shane Daly,Yvonne Valdez,"January 23, 2016(Sundance)",United States,English
3179,Trespass Against Us,"Trespass Against Us is a 2016 crime drama film directed by Adam Smith and written by Alastair Siddons. The film stars Michael Fassbender, Brendan Gleeson, Sean Harris, Lyndsey Marshal, Rory Kinnear, and Killian Scott.",Adam Smith,Alastair Siddons,"Andrea Calderwood, Gail Egan, Alastair Siddons","Michael Fassbender, Brendan Gleeson, Lyndsey Marshal, Killian Scott, Rory Kinnear, Sean Harris",Eduard Grau,"Kristina Hetherington, Jake Roberts",9 September 2016(Toronto),"United Kingdom, United States",English
3180,Trinity,"Trinity is a 2016 American psychological thriller[2] film written and directed by Skip Shea in his feature directorial debut.[3] Partly inspired by Shea's own experiences with clergy abuse,[2] the film stars Sean Carmichael as Michael, an artist who becomes tortured by his past after a chance encounter with a priest who abused him as a child.[2][4]",Skip Shea,Skip Shea,,"Sean Carmichael, David Graziano",,,20161,United States,English
3181,A Trip to Jamaica,"A Trip to Jamaica is a 2016 Nigerian comedy drama film directed by Robert Peters starring Ayo Makun, Funke Akindele, Nse Ikpe Etim and Dan Davies (actor).[1] The film tells a story about the adventures of a newly engaged couple in their Relatives' residence outside Nigeria, and how the secrets of their host led to the eventual breakup of their union amidst the culture shock of the new country and living with upper-class citizens. Though a huge box office success, breaking the record set by 30 Days in Atlanta for the highest-grossing Nigerian film, it received mainly mixed to negative reviews from critics.",Robert Peters,,Ayo Makun,"Ayo Makun, Funke Akindele, Nse Ikpe Etim, Dan Davies, Eric Roberts, Alphonso A'Qen-Aten Jackson",,,25 September 2016,Nigeria,
3182,A Trip to Unicorn Island,"The film premiered at the Chinese Theatre[4] in Los Angeles, California and was released on YouTube Premium (formerly known as ""YouTube Red"") on February 10, 2016, and received mixed reviews from critics. Tom Harrington writing in The Daily Dot called Singh's shtick ""creepy"": ""The first couple of minutes of Unicorn Island move us via Steadicam throughout a suburban family home and finally come to rest downstairs in the small bedroom of Lilly Singh, which is colorfully adorned with posters of heartthrobs such as The Rock. We learn that it is the room in which she becomes her online persona, IISuperwomanII, and sends out her videos on things like ""Types of Kids at School,"" ""Types of Teachers at School,"" and ""Types of Crushes"" to a population greater than Scotland. Oh, did I mention she's 27?""[5]",Scott Winn,,Andrew Mecham,Lilly Singh,,,"February 10, 20161","United States, Canada",English
3183,Triple 9,"Triple 9 is a 2016 American heist action thriller film directed by John Hillcoat and written by Matt Cook. The film stars an ensemble cast featuring Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul, Clifton Collins Jr., Norman Reedus, Teresa Palmer, Michael K. Williams, Gal Gadot, Woody Harrelson, and Kate Winslet.",John Hillcoat,Matt Cook,"Keith Redmon, Bard Dorros, Marc Butan, Anthony Katagas, Christopher Woodrow, John Hillcoat","Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul, Clifton Collins Jr., Norman Reedus, Gal Gadot, Woody Harrelson, Kate Winslet",Nicolas Karakatsanis,Dylan Tichenor,"February 16, 2016(Los Angeles)",United States,English
3184,Trivisa,"Trivisa is a 2016 Hong Kong action crime thriller film produced by Johnnie To and Yau Nai-hoi, featuring the directorial debuts of newcomers Frank Hui, Jevons Au and Vicky Wong. The film is a fictionalized story about three real-life notorious Hong Kong mobsters, Kwai Ping-hung [zh], Yip Kai Foon and Cheung Tze-keung, who are portrayed in the film by Gordon Lam, Richie Jen and Jordan Chan respectively.[3][4] The film had its world premiere at the 66th Berlin International Film Festival's Forum section.[3] The film also opened the 40th Hong Kong International Film Festival[5] on 21 March 2016 and was theatrically released in Hong Kong on 7 April 2016.[6]","Frank Hui, Jevons Au, Vicky Wong",,"Johnnie To, Yau Nai-hoi","Gordon Lam, Richie Jen, Jordan Chan","Zhang Ying, Ray Cheung, Rex Chan","Allen Leung, David Richardson",12 February 2016(BIFF),Hong Kong,Cantonese
3185,Trolls,"Trolls is a 2016 American animated jukebox musical comedy film produced by DreamWorks Animation, based on the Good Luck Trolls doll line. The film was directed by Mike Mitchell, written by Jonathan Aibel and Glenn Berger, and stars the voices of Anna Kendrick, Justin Timberlake, Zooey Deschanel, Russell Brand, James Corden and Gwen Stefani. The film follows two trolls, Poppy and Branch, who go on a quest to save their village from destruction by the Bergens, giant creatures who eat Trolls.",Mike Mitchell,,Gina Shay,"Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse, Christine Baranski, Russell Brand, John Cleese, Gwen Stefani",,Nick Fletcher,"October 8, 2016(BFI London Film Festival)","United States, [, 3, ]",English
3186,Trouser Bar,"Trouser Bar is a 2016 British silent erotic comedy/fantasy film directed by Kristen Bjorn (born: Robert Russell), photographed by Sam Hardy, and edited by Esteban Requejo. The executive producer and driving force behind Trouser Bar is British screenwriter, playwright and producer David McGillivray, who famously collaborated with directors including Pete Walker and Norman J. Warren.",Kristen Bjorn,,David McGillivray,"Denholm Spurr, Craig Daniel,, Zac Renfree, , Ashley Ryder, Scott Hunter, Hans Berlin",Sam Hardy,Esteban Requejo,20 March 2016(BFI Flare London LGBTQ+ Film Festival),United Kingdom,English
3187,True Memoirs of an International Assassin,"True Memoirs of an International Assassin is a 2016 American action comedy film directed by Jeff Wadlow from a screenplay co-written with Jeff Morris. The film stars Kevin James, Kim Coates, Maurice Compte, Zulay Henao, Andrew Howard, Ron Rifkin, Yul Vazquez and Andy García.",Jeff Wadlow,,"Justin R. Begnaud, Raja Collins, Mark Fasano, Todd Garner","Kevin James, Kim Coates, Maurice Compte, Zulay Henao, Andrew Howard, Ron Rifkin, Yul Vazquez, Andy García",Peter Lyons Collister,Sean Albertson,"November 11, 2016",United States,English
3188,Trust Fund,"Trust Fund is a 2016 American drama film directed by Sandra L. Martin, starring Jessica Rothe, Louise Dylan and Kevin Kilner.",Sandra L. Martin,Sandra L. Martin,Isaac Alongi,"Jessica Rothe, Louise Dylan, Kevin Kilner, Ana Ortiz, Matt Kane",Isaac Alongi,,8 January 2016,United States,English
3189,The Trust,"The Trust is a 2016 American  crime drama film directed by Alex and Ben Brewer, written by Ben Brewer and Adam Hirsch, and starring Nicolas Cage, Elijah Wood, Sky Ferreira, Jerry Lewis, Kevin Weisman and Steven Williams. The film was released on DirecTV on April 14, 2016, before being released on video on demand and in theaters on May 12, 2016, by Saban Films. Although Max Rose was released after The Trust, this film marks the last role that Jerry Lewis filmed before his death in 2017.","Alex Brewer, Ben Brewer","Ben Brewer, Adam Hirsch","Molly Hassell, Braxton Pope","Nicolas Cage, Elijah Wood, Sky Ferreira, Jerry Lewis, Kevin Weisman, Steven Williams",Sean Porter,Lauren Connelly,"March 14, 2016(SXSW)",United States,English
3190,The Truth Beneath,"Kim Yeon-hong (Son Ye-jin) appears to have a perfect life. She is beautiful, is married to a charismatic young politician (Kim Joo-hyuk), and her adolescent daughter who used to be a troublesome child is now doing better at school. Her husband, Kim Jong-chan, decides to run for office against the powerful incumbent, No Jae-soon (Kim Eui-sung). A few days before the elections, Yeon-hong and Jong-chan's daughter, Kim Min-jin (Shin Ji-hoon), goes missing. At first, they assume she has run off to seek their attention as she had done before. However, Yeon-hong soon finds out that the friend Min-jin she said she was going to meet does not exist. Then Yeon-hong learns from the school her daughter attends that she had an eccentric friend named Choi Mi-ok (Kim So-hee) and they were both bullied by their classmates.",Lee Kyoung-mi,"Lee Kyoung-mi, Park Chan-wook, Jeong Seo-kyeong","Kim Yun-ho, Lee Mi-young","Son Ye-jin, Kim Joo-hyuk",Ju Sung-lim,Park Gok-ji,"June 23, 2016",South Korea,Korean
3191,Tschiller: Off Duty,This article related to a German film of the 2010s is a stub. You can help Wikipedia by adding missing information.,Christian Alvart,Christoph Darnstädt,"Christian Alvart, Siegfried Kamml, Tom Zickler, Til Schweiger","Til Schweiger, Fahri Yardım, Özgür Emre Yıldırım, Luna Schweiger",Christof Wahl,"Marc Hofmeister, Dirk Grau",4 February 2016,Germany,German
3192,Tshiuetin,"The short concerns Tshiuetin Rail Transportation, which has a line running from Labrador to Schefferville, Quebec that came under the control of a First Nations group in December 2005, an unprecedented situation in the history of Canada. Aboriginal groups have been proud of owning the line, with the documentary attempting to convey why the line is significant.[2]",Caroline Monnet,Daniel Watchorn,Eric Cinq-Mars,,Eric Cinq-Mars,,2016,Canada,French
3193,Tu Hai Mera Sunday,"Tu Hai Mera Sunday (transl. You are my Sunday) is a 2016 Indian Hindi slice of life film directed by Milind Dhaimade starring Barun Sobti, Shahana Goswami, Avinash Tiwary, Vishal Malhotra, Rasika Dugal, and Shiv Kumar Subramaniam. It is the story of a group of five friends in the noisy, crowded city of Mumbai, and what follows when their Sunday football game on the beach is canceled.[2] The music was composed by Amartya Bobo Rahut.",Milind Dhaimade,Milind Dhaimade,Varun Shah,"Barun Sobti, Shahana Goswami, Vishal Malhotra, Avinash Tiwary, Rasika Dugal, Maanvi Gagroo, Nakul Bhalla, Jay Upadhyay, Shiv Kumar Subramaniam",Harendra Singh,Shyam Salgoankar,6 October 2016(Cannes)1,India,Hindi
