,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
730,Stop! That! Train!,"Stop! That! Train! is an upcoming American action comedy disaster film directed and produced by Adam Shankman,[1] written by Christina Friel and Connor Wright. It is co-produced by Unapologetic Projects and World of Wonder. This film features an ensemble cast including drag performers Ginger Minj, Jujubee, and RuPaul Charles.",Adam Shankman,"Christina Friel, Connor Wright","Fenton Bailey, Randy Barbato, Tom Campbell, RuPaul Charles, Adam Shankman","Ginger Minj, Jujubee, RuPaul Charles",,,"June 12, 2026",United States,English
731,Storm Rider: Legend of Hammerhead,"Storm Rider: Legend of Hammerhead (previously known as The Islander) is a 2026 science fiction adventure film written and directed by Zoran Lisinac and Domagoj Mazuran. The film stars Marco Ilsø, James Cosmo, Caroline Goodall, Sarah-Sofie Boussnina, and Billy Barratt. Set in a post-apocalyptic future where the world is covered by water and divided by a colossal storm, the plot follows a young rebel who challenges the established order to discover the truth about the world's origins.","Zoran Lisinac, Domagoj Mazuran","Zoran Lisinac, Domagoj Mazuran","Neb Chupin, Allen Norg, Zoran Lisinac, Domagoj Mazuran","Marco Ilsø, James Cosmo, Caroline Goodall, Sarah-Sofie Boussnina, Billy Barratt, Joey Ansah",Maciej Twardowski,"Alexander Harrison Jacobs, James Kondelik, Matthew Michael Ross","March 13, 2026","United States, Croatia, United Kingdom",English
732,The Strangers – Chapter 3,"The Strangers – Chapter 3 is a 2026 American horror film directed by Renny Harlin. It serves as the fifth film in The Strangers film series, and the final installment of a new trilogy following Chapter 1 (2024) and Chapter 2 (2025). The film stars Madelaine Petsch, Gabriel Basso, Ema Horvath, and Richard Brake, and follow Maya (Petsch) after she survives an attack by the strangers again as she tries to escape the town while seeking revenge against them.",Renny Harlin,"Alan R. Cohen, Alan Freedland","Courtney Solomon, Mark Canton, Gary Raskin, Christopher Milburn, Alastair Birlingham, Charlie Dombek, Madelaine Petsch","Madelaine Petsch, Gabriel Basso, Ema Horvath, Ella Bruccoleri, Richard Brake, Rachel Shenton, George Young, Pedro Leandro",José David Montero,Kate Hickey,"January 15, 2026(Los Angeles)",United States,English
733,Strawstalker,"The film centers on an aspiring starlet couple whose lives are disrupted when a “supernatural scarecrow” appears in their home after they move to make it big in Los Angeles.[1] The presence becomes increasingly aggressive, turning their online activity into a real-time horror experience.[3]",George Henry Horton,,"George Henry Horton, Ryan Scaringe, Derek Matarangas, Aspen Miller","Branika Scott, George Henry Horton",Derek Matarangas,Rommel Villa,2026,United States,English
734,Street Fighter,"Street Fighter is an upcoming American action comedy film directed by Kitao Sakurai, written by Sakurai and T. J. Fixman and based on a story by Dalan Musson and Gary Dauberman. It is the third live-action feature-length adaptation of the Street Fighter video game franchise by Capcom. The ensemble cast includes Noah Centineo, Andrew Koji, Callina Liang, Roman Reigns, David Dastmalchian, Cody Rhodes, Andrew Schulz, Vidyut Jammwal, Eric André, 50 Cent and Jason Momoa. In the film, Chun-Li recruits the fighters Ryu and Ken Masters to join in a martial arts tournament  and confront M. Bison.",Kitao Sakurai,,"Mary Parent, Cale Boyter, Jason Momoa, Takayuki Nakayama, Stefan Makhoul","Noah Centineo, Andrew Koji, Callina Liang, Joe ""Roman Reigns"" Anoa'i, David Dastmalchian, Cody Rhodes, Andrew Schulz, Vidyut Jammwal, Eric André, Curtis ""50 Cent"" Jackson, Jason Momoa",Ken Seng,Luke Lynch,"October 16, 2026",United States,English
735,Strung,"Strung is an upcoming American psychological thriller film directed by Malcolm D. Lee and written by Alan B. McElroy. It stars Chloe Bailey, Lynn Whitfield, Lucien Laviscount, Anna Diop, Coco Jones, and Romy Woods. Tyler Perry and Jason Blum serve as producers through their Peachtree & Vine and Blumhouse Productions banners, respectively, alongside Blackmaled Productions.[1]",Malcolm D. Lee,,"Tyler Perry, Jason Blum, Tim Palen, Malcolm D. Lee, Dominique Telson","Chloe Bailey, Lynn Whitfield, Lucien Laviscount, Anna Diop, Coco Jones, Romy Woods",,,"May 27, 2026(ABFF)",United States,English
736,Subedaar,"Subedaar is a 2026 Indian Hindi-language action drama film directed by Suresh Triveni.[2] The film stars Anil Kapoor in the titular role, alongside Radhika Madan, Khushbu Sundar, Saurabh Shukla, Aditya Rawal, Mona Singh, and Faisal Malik.[3] Produced by Abundantia Entertainment, Opening Image Films, and Anil Kapoor Film & Communication Network, the film premiered on Amazon Prime Video on 5 March 2026.[4]",Suresh Triveni,"Suresh Triveni, Prajwal Chandrashekar","Vikram Malhotra, Anil Kapoor, Suresh Triveni","Anil Kapoor, Radhika Madan, Khushbu Sundar, Saurabh Shukla, Aditya Rawal, Mona Singh, Faisal Malik",Ayan Saxena,Shivkumar V. Panicker,5 March 2026,India,Hindi
737,A Sucker's Born Every Minute,A Sucker's Born Every Minute[1] (Spanish: Cada día nace un listo) is a 2026 Spanish black comedy film co-written and directed by Arantxa Echevarría. The cast is led by Hugo Silva.,Arantxa Echevarría,,"Jaime Ortiz de Artiñano, Gonzalo Salazar-Simpson, Luis Ferrón","Hugo Silva, Susi Sánchez, Dafne Fernández, Jaime Olías, Ginés García Millán, Diego Anido, Belén Rueda, Pedro Casablanc, Gonzalo de Castro",Pilar Sánchez Díaz,Victoria Lammers,13 March 2026(Málaga),Spain,Spanish
738,The Sun Never Sets,"The Sun Never Sets is a 2026 American drama film written, directed, produced, and edited by Joe Swanberg. It stars Dakota Fanning, Jake Johnson, Cory Michael Smith, Debby Ryan, Anna Konkle, Lamorne Morris and Karley Sciortino.",Joe Swanberg,Joe Swanberg,"Joe Swanberg, Dakota Fanning, Jake Johnson, Cory Michael Smith, Ashleigh Snead","Dakota Fanning, Jake Johnson, Cory Michael Smith, Debby Ryan, Anna Konkle, Lamorne Morris, Karley Sciortino",Eon Mora,Joe Swanberg,"March 13, 2026(SXSW)",United States,English
739,Sunny Dancer,"Sunny Dancer is a 2026 British comedy film from George Jaques and starring Bella Ramsey, Daniel Quinn-Toye, Ruby Stokes, Earl Cave, Jasmine Elcock, Conrad Khan, Jessica Gunning, James Norton and Neil Patrick Harris.",George Jaques,,"Ken Petrie, George Jaques","Bella Ramsey, Daniel Quinn-Toye, Ruby Stokes, Earl Cave, Jasmine Elcock, Conrad Khan, Jessica Gunning, James Norton, Neil Patrick Harris",Oliver Loncraine,Caitlin Spiller,13 February 2026(Berlinale),United Kingdom,English
740,The Super Mario Galaxy Movie,"The Super Mario Galaxy Movie is a 2026 American animated adventure comedy film based on Nintendo's Mario video game franchise. Directed by Aaron Horvath and Michael Jelenic and written by Matthew Fogel, it is the sequel to The Super Mario Bros. Movie (2023). Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black and Keegan-Michael Key reprise their roles, with Benny Safdie, Donald Glover, Glen Powell, and Brie Larson joining the cast. It was produced by Illumination and Nintendo. In the film, Mario and Luigi and their friends adventure into outer space, where they meet Princess Rosalina and face off against Bowser and his son, Bowser Jr.","Aaron Horvath, Michael Jelenic",Matthew Fogel,"Chris Meledandri, Shigeru Miyamoto","Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black, Keegan-Michael Key, Benny Safdie, Donald Glover, Brie Larson",,"Eric Osmond, [, 1, ]","March 28, 2026(Minami-za)","United States, [, 1, ], Japan, [, 1, ]",English
741,A Super Progressive Movie,A Super Progressive Movie is a 2026 Australian animated satirical comedy film directed by Sebastian Peart. It is a feature-length version of Pauline Hanson's Please Explain animated series.[2],Sebastian Peart,"Mark Nicholson, Sebastian Peart","James Ashby, , Sean Bell, Alex Jones",,,,26 January 2026,Australia,
742,Super Troopers 3,"Super Troopers 3 is an upcoming American comedy film directed by Jay Chandrasekhar. A sequel to the 2018 film Super Troopers 2, the film was written by and stars the Broken Lizard comedy team, made up of Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter and Erik Stolhanske.",Jay Chandrasekhar,Broken Lizard,Richard Perello,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske, Brian Cox, Marisa Coughlan, Nat Faxon, Chace Crawford, Andrew Dismukes, Hannah Simone, Iqbal Theba, Sakina Jaffrey, Jon Rudnitsky, Lisa Gilroy",Joe Collins,Spencer Houck,"August 7, 2026",United States,English
743,Supergirl,"Supergirl is an upcoming American superhero film based on the eponymous character from DC Comics. Directed by Craig Gillespie and written by Ana Nogueira, it will be the second film in the DC Universe (DCU). Milly Alcock stars as Kara Zor-El / Supergirl, alongside Matthias Schoenaerts, Eve Ridley, David Krumholtz, Emily Beecham, David Corenswet, and Jason Momoa. In the film, Supergirl travels across the galaxy on a murderous quest for revenge. It is produced by James Gunn and Peter Safran of DC Studios.",Craig Gillespie,Ana Nogueira,"James Gunn, Peter Safran","Milly Alcock, Matthias Schoenaerts, Eve Ridley, David Krumholtz, Emily Beecham, David Corenswet, Jason Momoa",Rob Hardy,"Tatiana S. Riegel, Fred Raskin","June 26, 2026",United States,English
744,Surya: The Power of Love,"Surya: The Power of Love is a 2026 Indian Kannada language romantic action drama film directed by Sagar Dass. The film is produced by Basavaraj M Benni, and Ravi M Benni. The film stars Prashantha Surya, Harshitha Mk in the lead roles.[1]",Sagar Dass,,"Basavaraj M Benni, Ravi M Benni","Prashantha Surya, Harshitha Mk, P. Ravi Shankar",,,15 January 2026,India,Kannada
745,Suvarna,"The film is produced under the banner Aradhya Creations.[3] The film's music is composed by Gowtham Raviram, cinematography is handled by Gopinath Kakarla, and is edited by Gouse Baba.",Ashok Royya,Ashok Royya,Ashok Royya,"Shakalaka Shankar, Pallavi, Pawan.",Gopinath Kakarla,Gouse Baba,3 April 2026,India,Telugu
746,Swapped,"Swapped is an upcoming American animated comedy film directed by Nathan Greno. Produced by Skydance Animation, the film features the voices of Michael B. Jordan, Juno Temple, Tracy Morgan, Cedric the Entertainer, and Justina Machado. It is set for release on Netflix and select theaters on May 1, 2026.",Nathan Greno,,"John Lasseter, David Ellison, Dana Goldberg, Mary Ellen Bauder Andrews","Michael B. Jordan, Juno Temple, Tracy Morgan, Cedric the Entertainer, Justina Machado",,Tim Mertens,"May 1, 2026",United States,English
747,The Swedish Connection,"The Swedish Connection (Swedish: Den svenska länken) is a World War II drama film about Swedish foreign ministry bureaucrat Gösta Engzell, who develops and executes covert plans to rescue European Jewish refugees by using legal loopholes and paperwork. Released in 2026, the film stars Henrik Dorsin as Engzell and was directed by Thérèse Ahlbeck and Marcus Olsson.[2][3]","Thérèse Ahlbeck, Marcus Olsson","Thérèse Ahlbeck, Marcus Olsson",Julia Gebauer,,Joachim Hedén,"Michal Leszczylowski, Joakim Pietras",25 January 2026(Göteborg),Sweden,"Swedish, German"
748,Sweety Naughty Crazy,"Sweety Naughty Crazy is an Indian Tamil-language adult comedy film written and directed by Rajasekar G in his directorial debut, starring Thrigun, Ineya, Srijita Ghosh and Radha in the lead roles.[1] The film has cinematography handled by C. Vijayasri, editing done by K. Kumar and music composed by S. N. Arunagiri.",Rajasekar G,Rajasekar G,R. Arun,"Thrigun, Ineya, Srijita Ghosh, Radha",C. Vijayasri,K. Kumar,13 February 2026,India,Tamil
749,Take Me Home,"Take Me Home is a 2026 American drama film written, produced, and directed by Liz Sargent. It is a feature film adaptation of the 2023 short film of the same name. It stars Anna Sargent, Victor Slezak, Ali Ahn, Marceline Hugot, and Shane Harper.",Liz Sargent,Liz Sargent,"Apoorva Guru Charan, Minos Papas, Liz Sargent","Anna Sargent, Victor Slezak, Ali Ahn, Marceline Hugot, Shane Harper",Farhad Ahmed Dehlvi,Ian Holden,"January 26, 2026(Sundance)",United States,English
750,Takeover,"The film follows Guy Miller, a recent parolee drawn into the street racing scene in Atlanta. Miller is then coerced by international thief Gamal Akopyan to execute a high-stakes diamond heist.[1]",Greg Jonkajtys,"Jeb Stuart, Brandon M. Easton","Taylor Church, L.C. Crowley, Patrick Sheedy","Quavo, Billy Zane, Serayah, LaMonica Garrett, Martin Sensmeier",James Kwan,Charlie Porter,"May 8, 2026",United States,English
751,Tamerlane: Rise of the Last Conqueror,"Tamerlane: Rise of the Last Conqueror is a 2026 historical action film directed by Jacob Schwarz and written by Matthew Greene. Starring Christian Mortensen, Mahesh Jadu, Yulduz Rajabova, and Joshua Jo, it depicts the rise of Timur in 14th-century Central Asia. The film was sold internationally under the title Tamerlane: Rise of the Last Conqueror and released in North America by Well Go USA Entertainment as Rise of the Conqueror.[1][2][3]",Jacob Schwarz,Matthew Greene,,"Christian Mortensen, Mahesh Jadu, Yulduz Rajabova, Joshua Jo",,,"April 14, 2026(United States)",,English
752,Tayo sa Wakas,"Tayo sa Wakas (English: Us in the End) is an upcoming Philippine romantic drama film directed by Cathy Garcia-Sampana from a story and screenplay written by Vanessa R. Valdez. The film stars Belle Mariano and Donny Pangilinan in lead roles, with the supporting cast includes Epy Quizon, Joross Gamboa, River Joseph, Yayo Aguila, Allan Paule, and Matthew Mendoza.",Cathy Garcia-Sampana,Vanessa R. Valdez,Katherine S. Labayen,"Belle Mariano, Donny Pangilinan",Yves R. Jamero,Marya Ignacio,27 May 2026,Philippines,Filipino
753,Teenage Sex and Death at Camp Miasma,Teenage Sex and Death at Camp Miasma is an upcoming American slasher film written and directed by Jane Schoenbrun. It stars Hannah Einbinder and Gillian Anderson.,Jane Schoenbrun,Jane Schoenbrun,"Dede Gardner, Jeremy Kleiner, Brad Pitt","Hannah Einbinder, Gillian Anderson, Amanda Fix, Arthur Conti, Eva Victor, Zach Cherry, Sarah Sherman, Patrick Fischler, Dylan Baker, Jasmin Savoy Brown, Quintessa Swindell, Kevin McDonald, Jack Haven",Eric Yue,,May 2026(Cannes),United States,English
754,Tell Me Everything,"Amid the late 1980s pop craze and rising HIV epidemic, twelve-year-old Boaz uncovers a devastating secret about the father he idolizes that threatens to tear his family apart. Across the years, this father-son saga follows his journey to heal the wound and reclaim the bond he never stopped yearning for.[2]",Moshe Rosenthal,Moshe Rosenthal,"Alona Refua, Ben Giladi, Maya Fischer","Yair Mazor, Ido Tako, Assi Cohen, Keren Tzur, Mor Dimri, Neta Orbach",Ziv Berkovich,Dafi Farbman,25 January 2026(Sundance)1,"Israel, France, United Kingdom",Hebrew
755,Thaai Kizhavi,"Thaai Kizhavi (transl. Godmother)[6] is a 2026 Indian Tamil-language comedy drama film written and directed by Sivakumar Murugesan, in his directorial debut. Produced by Sudhan Sundaram and Sivakarthikeyan under Passion Studios and Sivakarthikeyan Productions, the film stars Radikaa Sarathkumar in the titular role, alongside Singampuli, Aruldoss, Bala Saravanan, and Munishkanth. Thaai Kizhavi released in theatres on 27 February 2026 to critical acclaim and commercial success.",Sivakumar Murugesan,Sivakumar Murugesan,"Sudhan Sundaram, Sivakarthikeyan, Kalai Arasu","Radikaa Sarathkumar, Singampuli, Aruldoss, Bala Saravanan, Munishkanth",Vivek Vijayakumar,San Lokesh,27 February 2026,India,Tamil
756,Thalaivar Thambi Thalaimaiyil,"Thalaivar Thambi Thalaimaiyil (stylized as TTT) (transl. Under the leadership of our brotherly leader) is a 2026 Indian Tamil-language political satire film directed by Nithish Sahadev and co-written by him along with Sanjo Joseph and Anuraj O. B, starring Jiiva in the lead role alongside  Thambi Ramaiah, Ilavarasu and Prathana Nathan in important roles. In the film, a village council president must maintain order after an unexpected death occurs on the eve of a wedding.",Nithish Sahadev,"Sanjo Joseph, Nithish Sahadev, Anuraj O. B.",Kannan Ravi,"Jiiva, Thambi Ramaiah, Ilavarasu, Prathana Nathan",Bablu Aju,Arjune Babu,15 January 2026,India,Tamil
